,Date,Price per unit (USD/lb)
0,2020-11-11,0.1278181818181818
1,2020-11-10,0.12804545454545455
2,2020-11-09,0.12875454545454545
3,2020-11-06,0.12518181818181817
4,2020-11-05,0.12506363636363635
5,2020-11-04,0.12518181818181817
6,2020-11-03,0.12375454545454545
7,2020-11-02,0.12452727272727272
8,2020-10-30,0.12490909090909091
9,2020-10-29,0.12404545454545453
10,2020-10-28,0.12289090909090909
11,2020-10-27,0.1220909090909091
12,2020-10-26,0.12154545454545454
13,2020-10-23,0.12138181818181819
14,2020-10-22,0.12165454545454545
15,2020-10-21,0.12218181818181818
16,2020-10-20,0.12227272727272727
17,2020-10-19,0.12236363636363635
18,2020-10-16,0.12554545454545454
19,2020-10-15,0.1263
20,2020-10-14,0.1258
21,2020-10-13,0.12557272727272728
22,2020-10-12,0.12481818181818183
23,2020-10-09,0.12568181818181817
24,2020-10-08,0.1255
25,2020-10-07,0.12590909090909091
26,2020-10-06,0.12557272727272728
27,2020-10-05,0.12731818181818183
28,2020-10-02,0.12718181818181817
29,2020-10-01,0.12811818181818183
30,2020-09-30,0.1285
31,2020-09-29,0.12993636363636366
32,2020-09-28,0.12811818181818183
33,2020-09-25,0.12756363636363635
34,2020-09-24,0.12949999999999998
35,2020-09-23,0.1290909090909091
36,2020-09-22,0.1288181818181818
37,2020-09-21,0.12824545454545455
38,2020-09-18,0.12807272727272725
39,2020-09-17,0.1272090909090909
40,2020-09-16,0.12772727272727272
41,2020-09-15,0.1288
42,2020-09-14,0.12863636363636363
43,2020-09-11,0.12727272727272726
44,2020-09-10,0.12652727272727274
45,2020-09-09,0.12581818181818183
46,2020-09-08,0.1263181818181818
47,2020-09-04,0.12513636363636363
48,2020-09-03,0.12509090909090909
49,2020-09-02,0.1260909090909091
50,2020-09-01,0.12739090909090908
51,2020-08-31,0.12754545454545455
52,2020-08-28,0.1272909090909091
53,2020-08-27,0.12907272727272726
54,2020-08-26,0.1295272727272727
55,2020-08-25,0.1293181818181818
56,2020-08-24,0.1290909090909091
57,2020-08-21,0.12993636363636366
58,2020-08-20,0.13039090909090909
59,2020-08-19,0.1305
60,2020-08-18,0.1302090909090909
61,2020-08-17,0.12975454545454546
62,2020-08-14,0.13084545454545454
63,2020-08-13,0.13177272727272726
64,2020-08-12,0.13204545454545455
65,2020-08-11,0.13136363636363638
66,2020-08-10,0.1305181818181818
67,2020-08-07,0.12975454545454546
68,2020-08-06,0.13043636363636363
69,2020-08-05,0.13163636363636363
70,2020-08-04,0.13154545454545455
71,2020-08-03,0.13170909090909091
72,2020-07-31,0.13152727272727274
73,2020-07-30,0.13001818181818184
74,2020-07-29,0.12907272727272726
75,2020-07-28,0.1279090909090909
76,2020-07-27,0.12668181818181817
77,2020-07-24,0.12913636363636366
78,2020-07-23,0.12910909090909092
79,2020-07-22,0.12865454545454547
80,2020-07-21,0.12847272727272727
81,2020-07-20,0.12872727272727272
82,2020-07-17,0.12972727272727272
83,2020-07-16,0.12963636363636363
84,2020-07-15,0.12675454545454545
85,2020-07-14,0.1243
86,2020-07-13,0.1245909090909091
87,2020-07-10,0.12340909090909091
88,2020-07-09,0.1222909090909091
89,2020-07-08,0.12186363636363637
90,2020-07-07,0.12266363636363636
91,2020-07-06,0.12377272727272728
92,2020-07-02,0.12261818181818182
93,2020-07-01,0.12097272727272727
94,2020-06-30,0.12077272727272727
95,2020-06-29,0.12136363636363637
96,2020-06-26,0.12054545454545454
97,2020-06-25,0.12113636363636364
98,2020-06-24,0.12079999999999999
99,2020-06-23,0.12109090909090908
100,2020-06-22,0.11977272727272727
101,2020-06-19,0.12050000000000001
102,2020-06-18,0.12089090909090908
103,2020-06-17,0.12142727272727272
104,2020-06-16,0.12079999999999999
105,2020-06-15,0.11925454545454546
106,2020-06-12,0.11918181818181818
107,2020-06-11,0.12016363636363638
108,2020-06-10,0.12061818181818182
109,2020-06-09,0.12204545454545454
110,2020-06-08,0.12097272727272727
111,2020-06-05,0.12198181818181819
112,2020-06-04,0.12248181818181818
113,2020-06-03,0.12202727272727272
114,2020-06-02,0.1213
115,2020-06-01,0.12375454545454545
116,2020-05-29,0.12304545454545454
117,2020-05-28,0.12318181818181818
118,2020-05-27,0.12183636363636365
119,2020-05-26,0.1211818181818182
120,2020-05-22,0.1170909090909091
121,2020-05-21,0.11457272727272727
122,2020-05-20,0.11454545454545455
123,2020-05-19,0.11584545454545456
124,2020-05-18,0.11509090909090909
125,2020-05-15,0.11338181818181818
126,2020-05-14,0.11254545454545455
127,2020-05-13,0.1139090909090909
128,2020-05-12,0.11572727272727272
129,2020-05-11,0.11240909090909092
130,2020-05-08,0.11627272727272728
131,2020-05-07,0.11842727272727274
132,2020-05-06,0.11281818181818182
133,2020-05-05,0.10872727272727273
134,2020-05-04,0.10824545454545453
135,2020-05-01,0.1071090909090909
136,2020-04-30,0.10834545454545455
137,2020-04-29,0.10868181818181818
138,2020-04-28,0.10875454545454545
139,2020-04-27,0.10945454545454546
140,2020-04-24,0.1089090909090909
141,2020-04-23,0.10857272727272728
142,2020-04-22,0.1077
143,2020-04-21,0.10718181818181818
144,2020-04-20,0.10756363636363636
145,2020-04-17,0.10866363636363637
146,2020-04-16,0.1075
147,2020-04-15,0.10527272727272727
148,2020-04-14,0.10581818181818183
149,2020-04-13,0.10457272727272728
150,2020-04-10,0.10792727272727273
151,2020-04-09,0.10866363636363637
152,2020-04-08,0.10898181818181818
153,2020-04-07,0.10448181818181819
154,2020-04-06,0.1003909090909091
155,2020-04-03,0.0984090909090909
