Date,Close,Volume
2015-11-11,82.57181549072266,200500
2015-11-12,83.15602111816406,239400
2015-11-13,80.99603271484375,323200
2015-11-16,83.13296508789062,339700
2015-11-17,82.25666046142578,201200
2015-11-18,81.24201202392578,286100
2015-11-19,82.37196350097656,164800
2015-11-20,84.06306457519531,195500
2015-11-23,83.54035949707031,199100
2015-11-24,85.26222229003906,171900
2015-11-25,86.56897735595703,240600
2015-11-27,82.8869857788086,110300
2015-11-30,85.20840454101562,201700
2015-12-01,87.02249145507812,189000
2015-12-02,84.51659393310547,363100
2015-12-03,86.83032989501953,290900
2015-12-04,88.43687438964844,417100
2015-12-07,81.97225189208984,291500
2015-12-08,81.52641296386719,259700
2015-12-09,82.33353424072266,264500
2015-12-10,80.16584777832031,214200
2015-12-11,76.35319519042969,319300
2015-12-14,77.44471740722656,245500
2015-12-15,79.79688262939453,218100
2015-12-16,80.13510131835938,201500
2015-12-17,77.59845733642578,154800
2015-12-18,78.57467651367188,325500
2015-12-21,78.06734466552734,191500
2015-12-22,78.58236694335938,151300
2015-12-23,84.24754333496094,272800
2015-12-24,83.51730346679688,88000
2015-12-28,81.56485748291016,147800
2015-12-29,82.4027099609375,127400
2015-12-30,80.23502349853516,112100
2015-12-31,80.23502349853516,141000
2016-01-04,79.31260681152344,222100
2016-01-05,79.10507202148438,130500
2016-01-06,77.10648345947266,170600
2016-01-07,74.93881225585938,242500
2016-01-08,73.31688690185547,267800
2016-01-11,72.0101318359375,323200
2016-01-12,70.71875,275400
2016-01-13,70.48812103271484,330800
2016-01-14,72.85568237304688,327200
2016-01-15,68.54338073730469,478800
2016-01-19,68.04373168945312,512800
2016-01-20,65.59931945800781,510700
2016-01-21,67.41340637207031,410100
2016-01-22,71.31832122802734,468100
2016-01-25,69.688720703125,428300
2016-01-26,70.58808135986328,285300
2016-01-27,71.37981414794922,411500
2016-01-28,73.14779663085938,434700
2016-01-29,78.07503509521484,342600
2016-02-01,74.33924102783203,176300
2016-02-02,72.25611114501953,219800
2016-02-03,75.33084106445312,267300
2016-02-04,75.01567077636719,307000
2016-02-05,75.79972839355469,134700
2016-02-08,74.02407836914062,171500
2016-02-09,72.7557601928711,235800
2016-02-10,73.22465515136719,158800
2016-02-11,73.0939712524414,203300
2016-02-12,77.18335723876953,190200
2016-02-16,78.09808349609375,257200
2016-02-17,81.21894836425781,308400
2016-02-18,80.25040435791016,185000
2016-02-19,79.68927001953125,111700
2016-02-22,83.07916259765625,202500
2016-02-23,79.82762145996094,151500
2016-02-24,80.15046691894531,202000
2016-02-25,79.77381896972656,153600
2016-02-26,81.46492767333984,147100
2016-02-29,80.7884750366211,119700
2016-03-01,84.232177734375,161300
2016-03-02,87.0532455444336,221100
2016-03-03,87.58363342285156,228900
2016-03-04,92.37252044677734,301100
2016-03-07,93.67159271240234,243600
2016-03-08,89.45152282714844,218100
2016-03-09,90.49693298339844,159800
2016-03-10,89.46690368652344,164800
2016-03-11,92.97209930419922,227500
2016-03-14,89.76668548583984,205700
2016-03-15,88.40611267089844,173600
2016-03-16,89.89736938476562,233000
2016-03-17,91.7191390991211,220600
2016-03-18,90.473876953125,188900
2016-03-21,89.61294555664062,128100
2016-03-22,89.21324157714844,135700
2016-03-23,87.75273132324219,175700
2016-03-24,89.00568389892578,310700
2016-03-28,89.78206634521484,151900
2016-03-29,90.16641235351562,205300
2016-03-30,90.31244659423828,169500
2016-03-31,89.9819107055664,235100
2016-04-01,87.37608337402344,187400
2016-04-04,85.63887023925781,108500
2016-04-05,85.0008544921875,168000
2016-04-06,87.60669708251953,287300
2016-04-07,85.75416564941406,124700
2016-04-08,88.89808654785156,191800
2016-04-11,90.64299011230469,157200
2016-04-12,93.47941589355469,278900
2016-04-13,96.29280090332031,277200
2016-04-14,96.00839233398438,105000
2016-04-15,94.1558609008789,118200
2016-04-18,96.26973724365234,254300
2016-04-19,98.19913482666016,167500
2016-04-20,97.74560546875,129500
2016-04-21,98.89094543457031,171400
2016-04-22,99.25222778320312,110200
2016-04-25,97.9531478881836,201700
2016-04-26,99.34446716308594,114500
2016-04-27,99.88256072998047,181900
2016-04-28,96.62332153320312,235400
2016-04-29,94.87843322753906,194300
2016-05-02,94.56326293945312,157900
2016-05-03,91.4654769897461,161600
2016-05-04,89.24397277832031,349900
2016-05-05,90.22789764404297,180400
2016-05-06,89.4822769165039,198800
2016-05-09,86.98406219482422,258900
2016-05-10,90.12028503417969,212300
2016-05-11,90.09722900390625,139600
2016-05-12,89.57453155517578,113400
2016-05-13,87.32996368408203,119100
2016-05-16,90.41239166259766,151200
2016-05-17,91.60384368896484,253400
2016-05-18,90.15103149414062,144400
2016-05-19,89.02875518798828,220700
2016-05-20,89.70519256591797,71800
2016-05-23,89.01338958740234,164200
2016-05-24,89.38233947753906,269300
2016-05-25,91.88056182861328,178800
2016-05-26,92.31871795654297,137900
2016-05-27,92.97977447509766,156500
2016-05-31,91.81138610839844,230600
2016-06-01,93.50249481201172,180300
2016-06-02,94.47102355957031,106500
2016-06-03,94.03287506103516,203300
2016-06-06,96.08870697021484,136900
2016-06-07,98.7729721069336,177800
2016-06-08,99.27824401855469,102500
2016-06-09,98.08610534667969,77700
2016-06-10,95.15711212158203,108900
2016-06-13,94.9439468383789,192700
2016-06-14,95.4808120727539,125700
2016-06-15,95.330810546875,130700
2016-06-16,92.96232604980469,167600
2016-06-17,93.3570785522461,231800
2016-06-20,95.73343658447266,136300
2016-06-21,97.66767883300781,138800
2016-06-22,97.73084259033203,70600
2016-06-23,100.47826385498047,95600
2016-06-24,94.07550811767578,243500
2016-06-27,90.69649505615234,210200
2016-06-28,94.73868560791016,182500
2016-06-29,97.17818450927734,129500
2016-06-30,98.41769409179688,110700
2016-07-01,99.57035064697266,101900
2016-07-05,96.17555236816406,106500
2016-07-06,97.38346099853516,128900
2016-07-07,95.58342742919922,108000
2016-07-08,98.22822570800781,125600
2016-07-11,98.73348999023438,129500
2016-07-12,100.29668426513672,132200
2016-07-13,98.59137725830078,112300
2016-07-14,100.2098388671875,97400
2016-07-15,99.75983428955078,78100
2016-07-18,100.50984191894531,64300
2016-07-19,99.08086395263672,62000
2016-07-20,101.33092498779297,157300
2016-07-21,99.78351593017578,87200
2016-07-22,100.29668426513672,125200
2016-07-25,99.02559661865234,118400
2016-07-26,98.9703369140625,98900
2016-07-27,97.74662780761719,85800
2016-07-28,93.44391632080078,201400
2016-07-29,95.04658508300781,124300
2016-08-01,91.77020263671875,125900
2016-08-02,90.97280883789062,193700
2016-08-03,92.25180053710938,214500
2016-08-04,93.47549438476562,106200
2016-08-05,94.23340606689453,83800
2016-08-08,93.83866119384766,109400
2016-08-09,95.32290649414062,140900
2016-08-10,94.6439437866211,63400
2016-08-11,96.44397735595703,80200
2016-08-12,97.81768798828125,137500
2016-08-15,100.00457000732422,232400
2016-08-16,99.49930572509766,115500
2016-08-17,99.19929504394531,85500
2016-08-18,99.89404296875,111200
2016-08-19,99.23087310791016,136500
2016-08-22,97.25714111328125,131300
2016-08-23,98.03084564208984,119200
2016-08-24,95.79660034179688,117900
2016-08-25,96.87818908691406,143200
2016-08-26,97.39926147460938,163800
2016-08-29,97.04398345947266,105700
2016-08-30,96.20712280273438,122700
2016-08-31,94.80973052978516,138900
2016-09-01,95.24396514892578,96800
2016-09-02,97.33609008789062,103900
2016-09-06,98.9095687866211,94100
2016-09-07,98.80562591552734,88800
2016-09-08,100.46065521240234,85300
2016-09-09,96.82280731201172,105900
2016-09-12,98.54179382324219,156300
2016-09-13,95.6714859008789,234400
2016-09-14,95.04784393310547,123300
2016-09-15,96.5909423828125,106500
2016-09-16,95.86336517333984,90300
2016-09-19,95.015869140625,88200
2016-09-20,94.95989227294922,118500
2016-09-21,97.72628021240234,131800
2016-09-22,97.62232971191406,77100
2016-09-23,95.72747039794922,61800
2016-09-26,94.76801300048828,68800
2016-09-27,95.06385040283203,91800
2016-09-28,98.52580261230469,160400
2016-09-29,99.7570571899414,143100
2016-09-30,101.13225555419922,135700
2016-10-03,101.27616882324219,129600
2016-10-04,99.74906921386719,68300
2016-10-05,104.89004516601562,176800
2016-10-06,108.51988983154297,212000
2016-10-07,105.75352478027344,117700
2016-10-10,108.38398742675781,101700
2016-10-11,106.3371810913086,104100
2016-10-12,106.656982421875,95000
2016-10-13,105.76152801513672,109400
2016-10-14,106.70496368408203,81800
2016-10-17,105.609619140625,46400
2016-10-18,107.30461120605469,78900
2016-10-19,108.55988311767578,115200
2016-10-20,110.42276763916016,126900
2016-10-21,109.67920684814453,65300
2016-10-24,109.33541107177734,66300
2016-10-25,108.77574157714844,53200
2016-10-26,103.73872375488281,256500
2016-10-27,104.57022094726562,195700
2016-10-28,102.04371643066406,126400
2016-10-31,100.32472229003906,103400
2016-11-01,101.6199722290039,126200
2016-11-02,100.22879028320312,114500
2016-11-03,99.94895935058594,86800
2016-11-04,98.93355560302734,92800
2016-11-07,102.5074462890625,86400
2016-11-08,101.5879898071289,116900
2016-11-09,100.65254211425781,116100
2016-11-10,98.98152923583984,112500
2016-11-11,97.25454711914062,70300
2016-11-14,97.90216827392578,106300
2016-11-15,100.08488464355469,135100
2016-11-16,99.2933349609375,87100
2016-11-17,99.0854721069336,74400
2016-11-18,100.66852569580078,116000
2016-11-21,101.93177032470703,114700
2016-11-22,105.36176300048828,144400
2016-11-23,104.04254150390625,67200
2016-11-25,102.85923767089844,58800
2016-11-28,102.14765167236328,115400
2016-11-29,100.65254211425781,92100
2016-11-30,105.84148406982422,179900
2016-12-01,107.6644058227539,191100
2016-12-02,107.07273864746094,84900
2016-12-05,105.28179931640625,105900
2016-12-06,105.08191680908203,85700
2016-12-07,106.00138092041016,105200
2016-12-08,106.48908996582031,67900
2016-12-09,105.92943572998047,76000
2016-12-12,104.7621078491211,182700
2016-12-13,108.9996109008789,149200
2016-12-14,105.16986846923828,127800
2016-12-15,104.26640319824219,106000
2016-12-16,103.85863494873047,99500
2016-12-19,102.77928161621094,137600
2016-12-20,102.55542755126953,79900
2016-12-21,101.21221160888672,96800
2016-12-22,100.14884185791016,98900
2016-12-23,98.5977554321289,84600
2016-12-27,99.27735137939453,53600
2016-12-28,99.49323272705078,55200
2016-12-29,99.09345245361328,93100
2016-12-30,99.10944366455078,67600
2017-01-03,100.40469360351562,117300
2017-01-04,101.69991302490234,87000
2017-01-05,103.13907623291016,72600
2017-01-06,102.15565490722656,84600
2017-01-09,100.4366683959961,88100
2017-01-10,101.124267578125,100200
2017-01-11,102.9551773071289,66200
2017-01-12,101.6199722290039,93800
2017-01-13,102.6993408203125,65000
2017-01-17,102.44349670410156,98800
2017-01-18,102.53942108154297,79900
2017-01-19,102.30756378173828,85300
2017-01-20,101.73189544677734,60600
2017-01-23,100.72449493408203,110700
2017-01-24,100.2367935180664,66700
2017-01-25,100.62055969238281,64600
2017-01-26,101.45205688476562,82100
2017-01-27,100.86042022705078,53800
2017-01-30,100.0129165649414,69200
2017-01-31,100.60458374023438,63200
2017-02-01,100.52462768554688,77900
2017-02-02,100.5486068725586,48700
2017-02-03,100.53260803222656,44200
2017-02-06,99.04549407958984,62900
2017-02-07,98.40587615966797,87800
2017-02-08,98.98951721191406,93200
2017-02-09,98.74166870117188,71400
2017-02-10,100.39669799804688,83200
2017-02-13,99.59715270996094,71600
2017-02-14,99.27735137939453,73500
2017-02-15,98.74166870117188,90800
2017-02-16,97.99810028076172,123300
2017-02-17,97.23856353759766,82600
2017-02-21,98.06208801269531,59000
2017-02-22,96.74285888671875,81700
2017-02-23,97.4784164428711,93300
2017-02-24,96.23115539550781,82000
2017-02-27,95.61551666259766,145800
2017-02-28,94.89593505859375,75500
2017-03-01,95.11981201171875,119700
2017-03-02,93.60070037841797,152300
2017-03-03,94.5521469116211,73700
2017-03-06,94.04045104980469,93500
2017-03-07,93.98448181152344,198300
2017-03-08,91.0262222290039,198200
2017-03-09,91.05021667480469,157400
2017-03-10,90.85832977294922,217000
2017-03-13,92.01763153076172,110700
2017-03-14,90.54651641845703,138100
2017-03-15,92.46538543701172,113400
2017-03-16,93.59271240234375,124500
2017-03-17,93.95249938964844,113500
2017-03-20,94.2243423461914,109300
2017-03-21,92.02564239501953,149000
2017-03-22,92.28947448730469,85900
2017-03-23,95.14379119873047,330500
2017-03-24,95.68746948242188,216800
2017-03-27,96.31109619140625,92000
2017-03-28,96.6229248046875,117700
2017-03-29,97.1825942993164,120300
2017-03-30,96.33509063720703,80800
2017-03-31,95.78343200683594,92100
2017-04-03,96.29511260986328,66200
2017-04-04,97.10264587402344,69700
2017-04-05,96.87876892089844,117200
2017-04-06,97.17459869384766,90800
2017-04-07,97.89418029785156,101100
2017-04-10,97.56636810302734,147000
2017-04-11,96.41503143310547,149900
2017-04-12,96.49500274658203,73100
2017-04-13,95.87935638427734,62300
2017-04-17,96.46302795410156,55900
2017-04-18,94.15238189697266,94600
2017-04-19,92.4573745727539,109100
2017-04-20,92.8971176147461,128400
2017-04-21,92.40141296386719,88300
2017-04-24,92.56131744384766,92900
2017-04-25,93.0890121459961,133300
2017-04-26,92.51334381103516,101300
2017-04-27,91.54591369628906,99800
2017-04-28,92.86514282226562,115700
2017-05-01,93.0570297241211,63200
2017-05-02,91.54591369628906,86800
2017-05-03,91.48995971679688,76800
2017-05-04,90.17871856689453,126600
2017-05-05,91.80176544189453,150500
2017-05-08,91.14616394042969,83200
2017-05-09,91.41000366210938,88400
2017-05-10,92.39341735839844,74800
2017-05-11,92.3134765625,50100
2017-05-12,93.23291778564453,74300
2017-05-15,94.48818969726562,103100
2017-05-16,94.40023040771484,104500
2017-05-17,93.18494415283203,131800
2017-05-18,93.68065643310547,90700
2017-05-19,94.64009857177734,128100
2017-05-22,94.1763687133789,73500
2017-05-23,93.45679473876953,165000
2017-05-24,93.0570297241211,179500
2017-05-25,91.8817138671875,263600
2017-05-26,92.76919555664062,86500
2017-05-30,91.86573028564453,146400
2017-05-31,90.15473937988281,220900
2017-06-01,91.13814544677734,191900
2017-06-02,91.03422546386719,176900
2017-06-05,91.49795532226562,195600
2017-06-06,92.02406311035156,180800
2017-06-07,90.65338134765625,158900
2017-06-08,90.71083068847656,123700
2017-06-09,90.87499237060547,142700
2017-06-12,91.12942504882812,152500
2017-06-13,92.24566650390625,146000
2017-06-14,90.5302734375,134400
2017-06-15,89.85723876953125,180000
2017-06-16,90.50564575195312,185300
2017-06-19,90.86677551269531,191600
2017-06-20,89.5699691772461,118400
2017-06-21,89.03648376464844,170800
2017-06-22,89.49610900878906,119200
2017-06-23,89.47968292236328,105300
2017-06-26,89.77515411376953,93900
2017-06-27,89.29913330078125,81300
2017-06-28,90.3661117553711,91900
2017-06-29,89.26629638671875,104700
2017-06-30,89.79979705810547,122600
2017-07-03,89.99677276611328,66000
2017-07-05,90.80933380126953,146900
2017-07-06,90.12808990478516,162100
2017-07-07,89.52893829345703,137500
2017-07-10,89.63563537597656,64400
2017-07-11,90.45640563964844,71900
2017-07-12,91.35102844238281,171500
2017-07-13,91.69575500488281,54500
2017-07-14,92.29491424560547,77200
2017-07-17,91.67112731933594,78400
2017-07-18,91.66292572021484,74000
2017-07-19,92.49189758300781,117300
